"Account_status" "Duration" "Credit_history" "Purpose" "Amount" "Savings" "Employment" "Installment_rate" "Guarantors" "Resident_since" "Property" "Age" "Other_plans" "Housing" "Num_credits" "Job" "People_maintenance" "Phone" "Foreign" "BAD" "Female" "probability" "predicted"
"294" ">= 200 DM" 42 "critical account / other credits existing (not at this bank)" "car (used)" 4796 "< 100 DM" ">= 7 years" 4 "none" 4 "unknown / no property" 56 "none" "A153" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.32417582 0
"295" "no checking account" 48 "critical account / other credits existing (not at this bank)" "business" 7629 "unknown / no savings account" ">= 7 years" 4 "none" 2 "car or other" 46 "bank" "A152" 2 "management / self-employed / highly qualified employee / officer" 2 "none" "yes" "GOOD" "Female" 0.27179487 0
"296" "0 < ... <  200 DM" 48 "existing credits paid back duly till now" "furniture / equipment" 9960 "< 100 DM" "< 1 year" 1 "none" 2 "car or other" 26 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.73619632 1
"297" "no checking account" 12 "existing credits paid back duly till now" "car (used)" 4675 "unknown / no savings account" "< 1 year" 1 "none" 4 "car or other" 20 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.14583333 0
"298" "no checking account" 10 "existing credits paid back duly till now" "car (new)" 1287 "unknown / no savings account" ">= 7 years" 4 "co-applicant" 2 "building society savings agreement / life insurance" 45 "none" "A152" 1 "unskilled - resident" 1 "none" "no" "GOOD" "Female" 0.24590164 0
"299" "no checking account" 18 "existing credits paid back duly till now" "furniture / equipment" 2515 "< 100 DM" "1  <= ... < 4 years" 3 "none" 4 "real estate" 43 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.09659091 0
"300" "0 < ... <  200 DM" 21 "critical account / other credits existing (not at this bank)" "furniture / equipment" 2745 ">= 1000 DM" "4  <= ... < 7 years" 3 "none" 2 "car or other" 32 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.15568862 0
"301" "no checking account" 6 "existing credits paid back duly till now" "car (new)" 672 "< 100 DM" "unemployed" 1 "none" 4 "real estate" 54 "none" "A152" 1 "unemployed / unskilled  - non-resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.15384615 0
"302" "0 < ... <  200 DM" 36 "no credits taken / all credits paid back duly" "radio / television" 3804 "< 100 DM" "1  <= ... < 4 years" 4 "none" 1 "car or other" 42 "none" "A152" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "BAD" "Male" 0.37096774 0
"303" ">= 200 DM" 24 "critical account / other credits existing (not at this bank)" "car (new)" 1344 "unknown / no savings account" "4  <= ... < 7 years" 4 "none" 2 "real estate" 37 "bank" "A152" 2 "unskilled - resident" 2 "none" "yes" "BAD" "Female" 0.29518072 0
"304" "< 0 DM" 10 "critical account / other credits existing (not at this bank)" "car (new)" 1038 "< 100 DM" "4  <= ... < 7 years" 4 "co-applicant" 3 "building society savings agreement / life insurance" 49 "none" "A152" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.30057803 0
"305" "no checking account" 48 "critical account / other credits existing (not at this bank)" "car (new)" 10127 "500 <= ... < 1000 DM" "1  <= ... < 4 years" 2 "none" 2 "unknown / no property" 44 "bank" "A153" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.22513089 0
"306" "no checking account" 6 "existing credits paid back duly till now" "furniture / equipment" 1543 ">= 1000 DM" "1  <= ... < 4 years" 4 "none" 2 "real estate" 33 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.04210526 0
"307" "no checking account" 30 "existing credits paid back duly till now" "car (used)" 4811 "unknown / no savings account" "4  <= ... < 7 years" 2 "none" 4 "building society savings agreement / life insurance" 24 "stores" "A151" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.17989418 0
"308" "< 0 DM" 12 "existing credits paid back duly till now" "radio / television" 727 "100 <= ... <  500 DM" "< 1 year" 4 "none" 3 "unknown / no property" 33 "none" "A152" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.52380952 1
"309" "0 < ... <  200 DM" 8 "existing credits paid back duly till now" "furniture / equipment" 1237 "< 100 DM" "1  <= ... < 4 years" 3 "none" 4 "real estate" 24 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.2568306 0
"310" "0 < ... <  200 DM" 9 "existing credits paid back duly till now" "car (new)" 276 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "real estate" 22 "none" "A151" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.41860465 0
"311" "0 < ... <  200 DM" 48 "existing credits paid back duly till now" "others" 5381 "unknown / no savings account" "unemployed" 3 "none" 4 "unknown / no property" 40 "bank" "A153" 1 "unemployed / unskilled  - non-resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.38461538 0
"312" "no checking account" 24 "existing credits paid back duly till now" "furniture / equipment" 5511 "100 <= ... <  500 DM" "1  <= ... < 4 years" 4 "none" 1 "car or other" 25 "stores" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.28804348 0
"313" ">= 200 DM" 24 "existing credits paid back duly till now" "furniture / equipment" 3749 "< 100 DM" "< 1 year" 2 "none" 4 "car or other" 26 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.33149171 0
"314" "0 < ... <  200 DM" 12 "existing credits paid back duly till now" "car (new)" 685 "< 100 DM" "4  <= ... < 7 years" 2 "none" 3 "car or other" 25 "bank" "A152" 1 "unskilled - resident" 1 "none" "yes" "BAD" "Female" 0.5698324 1
"315" ">= 200 DM" 4 "existing credits paid back duly till now" "car (new)" 1494 "unknown / no savings account" "< 1 year" 1 "none" 2 "real estate" 29 "none" "A152" 1 "unskilled - resident" 2 "none" "no" "GOOD" "Female" 0.17045455 0
"316" "< 0 DM" 36 "all credits at this bank paid back duly" "furniture / equipment" 2746 "< 100 DM" ">= 7 years" 4 "none" 4 "car or other" 31 "bank" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.65789474 1
"317" "< 0 DM" 12 "existing credits paid back duly till now" "furniture / equipment" 708 "< 100 DM" "1  <= ... < 4 years" 2 "guarantor" 3 "building society savings agreement / life insurance" 38 "none" "A152" 1 "unskilled - resident" 2 "none" "yes" "GOOD" "Female" 0.32065217 0
"318" "0 < ... <  200 DM" 24 "existing credits paid back duly till now" "furniture / equipment" 4351 "unknown / no savings account" "1  <= ... < 4 years" 1 "none" 4 "building society savings agreement / life insurance" 48 "none" "A152" 1 "unskilled - resident" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.2628866 0
"319" "no checking account" 12 "critical account / other credits existing (not at this bank)" "education" 701 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 32 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.17647059 0
"320" "< 0 DM" 15 "delay in paying off in the past" "furniture / equipment" 3643 "< 100 DM" ">= 7 years" 1 "none" 4 "building society savings agreement / life insurance" 27 "none" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.34673367 0
"321" "0 < ... <  200 DM" 30 "critical account / other credits existing (not at this bank)" "car (new)" 4249 "< 100 DM" "unemployed" 4 "none" 2 "car or other" 28 "none" "A152" 2 "management / self-employed / highly qualified employee / officer" 1 "none" "yes" "BAD" "Female" 0.70930233 1
"322" "< 0 DM" 24 "existing credits paid back duly till now" "radio / television" 1938 "< 100 DM" "< 1 year" 4 "none" 3 "building society savings agreement / life insurance" 32 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Female" 0.59016393 1
"323" "< 0 DM" 24 "existing credits paid back duly till now" "car (used)" 2910 "< 100 DM" "4  <= ... < 7 years" 2 "none" 1 "unknown / no property" 34 "none" "A153" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.28313253 0
"324" "< 0 DM" 18 "existing credits paid back duly till now" "furniture / equipment" 2659 ">= 1000 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 28 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.29 0
"325" "no checking account" 18 "critical account / other credits existing (not at this bank)" "car (new)" 1028 "< 100 DM" "1  <= ... < 4 years" 4 "none" 3 "real estate" 36 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Male" 0.10674157 0
"326" "< 0 DM" 8 "critical account / other credits existing (not at this bank)" "car (new)" 3398 "< 100 DM" "4  <= ... < 7 years" 1 "none" 4 "real estate" 39 "none" "A152" 2 "unskilled - resident" 1 "none" "no" "GOOD" "Female" 0.10204082 0
"327" "no checking account" 12 "critical account / other credits existing (not at this bank)" "furniture / equipment" 5801 "unknown / no savings account" ">= 7 years" 2 "none" 4 "building society savings agreement / life insurance" 49 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.11702128 0
"328" "no checking account" 24 "existing credits paid back duly till now" "car (new)" 1525 ">= 1000 DM" "4  <= ... < 7 years" 4 "none" 3 "car or other" 34 "none" "A152" 1 "skilled employee / official" 2 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.08290155 0
"329" ">= 200 DM" 36 "existing credits paid back duly till now" "radio / television" 4473 "< 100 DM" ">= 7 years" 4 "none" 2 "car or other" 31 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.33862434 0
"330" "0 < ... <  200 DM" 6 "existing credits paid back duly till now" "radio / television" 1068 "< 100 DM" ">= 7 years" 4 "none" 4 "car or other" 28 "none" "A152" 1 "skilled employee / official" 2 "none" "yes" "GOOD" "Female" 0.25581395 0
"331" "< 0 DM" 24 "critical account / other credits existing (not at this bank)" "car (used)" 6615 "< 100 DM" "unemployed" 2 "none" 4 "unknown / no property" 75 "none" "A153" 2 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.21857923 0
"332" "no checking account" 18 "critical account / other credits existing (not at this bank)" "education" 1864 "100 <= ... <  500 DM" "1  <= ... < 4 years" 4 "none" 2 "real estate" 30 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.05291005 0
"333" "0 < ... <  200 DM" 60 "existing credits paid back duly till now" "car (new)" 7408 "100 <= ... <  500 DM" "< 1 year" 4 "none" 2 "building society savings agreement / life insurance" 24 "none" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "none" "yes" "BAD" "Male" 0.69189189 1
"334" "no checking account" 48 "critical account / other credits existing (not at this bank)" "car (used)" 11590 "100 <= ... <  500 DM" "1  <= ... < 4 years" 2 "none" 4 "car or other" 24 "bank" "A151" 2 "unskilled - resident" 1 "none" "yes" "BAD" "Male" 0.40555556 0
"335" "< 0 DM" 24 "no credits taken / all credits paid back duly" "furniture / equipment" 4110 "< 100 DM" ">= 7 years" 3 "none" 4 "unknown / no property" 23 "bank" "A151" 2 "skilled employee / official" 2 "none" "yes" "BAD" "Female" 0.59444444 1
"336" "< 0 DM" 6 "critical account / other credits existing (not at this bank)" "furniture / equipment" 3384 "< 100 DM" "1  <= ... < 4 years" 1 "none" 4 "real estate" 44 "none" "A151" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "BAD" "Female" 0.17222222 0
"337" "0 < ... <  200 DM" 13 "existing credits paid back duly till now" "radio / television" 2101 "< 100 DM" "< 1 year" 2 "guarantor" 4 "building society savings agreement / life insurance" 23 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.4171123 0
"338" "< 0 DM" 15 "existing credits paid back duly till now" "domestic appliances" 1275 "unknown / no savings account" "1  <= ... < 4 years" 4 "none" 2 "car or other" 24 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "BAD" "Male" 0.43181818 0
"339" "< 0 DM" 24 "existing credits paid back duly till now" "furniture / equipment" 4169 "< 100 DM" "1  <= ... < 4 years" 4 "none" 4 "building society savings agreement / life insurance" 28 "none" "A152" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.51207729 1
"340" "0 < ... <  200 DM" 10 "existing credits paid back duly till now" "furniture / equipment" 1521 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 31 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.5177665 1
"341" "0 < ... <  200 DM" 24 "critical account / other credits existing (not at this bank)" "education" 5743 "< 100 DM" "< 1 year" 2 "none" 4 "unknown / no property" 24 "none" "A153" 2 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.53233831 1
"342" "< 0 DM" 21 "existing credits paid back duly till now" "furniture / equipment" 3599 "< 100 DM" "4  <= ... < 7 years" 1 "none" 4 "car or other" 26 "none" "A151" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.34358974 0
"343" "0 < ... <  200 DM" 18 "existing credits paid back duly till now" "radio / television" 3213 "500 <= ... < 1000 DM" "< 1 year" 1 "none" 3 "real estate" 25 "none" "A151" 1 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.375 0
"344" "0 < ... <  200 DM" 18 "existing credits paid back duly till now" "business" 4439 "< 100 DM" ">= 7 years" 1 "co-applicant" 1 "real estate" 33 "bank" "A152" 1 "management / self-employed / highly qualified employee / officer" 1 "yes, registered under the customers name" "yes" "GOOD" "Female" 0.453125 0
"345" ">= 200 DM" 10 "existing credits paid back duly till now" "car (new)" 3949 "< 100 DM" "< 1 year" 1 "guarantor" 1 "building society savings agreement / life insurance" 37 "none" "A152" 1 "unskilled - resident" 2 "none" "yes" "GOOD" "Female" 0.2617801 0
"346" "no checking account" 15 "critical account / other credits existing (not at this bank)" "radio / television" 1459 "< 100 DM" "1  <= ... < 4 years" 4 "none" 2 "car or other" 43 "none" "A152" 1 "unskilled - resident" 1 "none" "yes" "GOOD" "Male" 0.07027027 0
"347" "0 < ... <  200 DM" 13 "critical account / other credits existing (not at this bank)" "radio / television" 882 "< 100 DM" "< 1 year" 4 "guarantor" 4 "real estate" 23 "none" "A152" 2 "skilled employee / official" 1 "none" "yes" "GOOD" "Female" 0.27624309 0
"348" "0 < ... <  200 DM" 24 "existing credits paid back duly till now" "radio / television" 3758 "500 <= ... < 1000 DM" "unemployed" 1 "none" 4 "unknown / no property" 23 "none" "A151" 1 "unemployed / unskilled  - non-resident" 1 "none" "yes" "GOOD" "Male" 0.24468085 0
"349" "no checking account" 6 "delay in paying off in the past" "business" 1743 "100 <= ... <  500 DM" "1  <= ... < 4 years" 1 "none" 2 "real estate" 34 "none" "A152" 2 "unskilled - resident" 1 "none" "yes" "GOOD" "Female" 0.08988764 0
"350" "0 < ... <  200 DM" 9 "critical account / other credits existing (not at this bank)" "education" 1136 ">= 1000 DM" ">= 7 years" 4 "none" 3 "unknown / no property" 32 "none" "A153" 2 "skilled employee / official" 2 "none" "yes" "BAD" "Female" 0.3255814 0
"351" "no checking account" 9 "existing credits paid back duly till now" "domestic appliances" 1236 "< 100 DM" "< 1 year" 1 "none" 4 "real estate" 23 "none" "A151" 1 "skilled employee / official" 1 "yes, registered under the customers name" "yes" "GOOD" "Male" 0.16129032 0
"352" "0 < ... <  200 DM" 9 "existing credits paid back duly till now" "furniture / equipment" 959 "< 100 DM" "1  <= ... < 4 years" 1 "none" 2 "car or other" 29 "none" "A152" 1 "skilled employee / official" 1 "none" "no" "BAD" "Male" 0.41401274 0
